,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
4153,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,24.0,0.0,0.0,0.0,2.0,3.0,1.0,28.0,4.5,2.0,0.0,0.0,0.0,0.0
3743,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
216,7.0,40.0,2342.2,16.0,0.0,0.0,0.0,0.0,3.0,2815.2,15.0,24.0,0.0,204.0,96.0,10.0,18.0,12.0,1.0,0.05,3.0,30.0,0.0,2.0,13.0,1.0,8.0,5.0
1785,1.0,115.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,72.0,9.0,6.0,4.0,4.0,2.2,3.0,28.0,5.7,2.0,1.0,0.0,1.0,1.0
2959,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.002,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
1487,2.0,30.6,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,40.0,12.0,23.4,46.9,5.0,0.0008,1.0,28.0,6.8,1.0,0.0,0.0,1.0,1.0
789,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
1858,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.02,1.0,28.0,6.5,2.0,2.0,0.0,1.0,2.0
1987,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-109.6,21.0,32.0,2.0,316.0,168.0,28.0,18.0,31.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,1.0,1.0,4.0
3205,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,0.0,0.0,1.0,0.0
2446,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
466,1.0,20.0,2805.0,15.58,6.0,1.578,1370.0,29.7,6.0,-247.434857723577,19.0853658536585,37.3556910569106,2.0,298.380081300813,72.0,10.0,8.54268292682927,17.0853658536585,1.0,0.05,3.0,30.0,0.0,2.0,0.0,0.0,1.0,1.0
1450,1.0,295.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,4.0,1.6,1.0,28.0,5.5,1.0,3.0,0.0,3.0,1.0
4648,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,262.5,14.0,12.0,3.0,228.0,96.0,0.0,0.0,0.0,5.0,0.004,3.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
4473,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
1601,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
1901,2.5,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,114.0,0.0,0.0,0.0,4.0,0.6,1.0,30.0,3.8,1.0,1.0,0.0,2.0,0.0
4672,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,84.0,16.0,24.0,28.0,1.0,0.05,3.0,30.0,0.0,3.0,4.0,0.0,4.0,1.0
3347,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-792.5,6.0,3.0,6.0,171.09,386.0,2.0,0.0,0.0,4.0,3.5,3.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
4376,20.0,5.5,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,3.0,5.0,1.0,0.0,5.0
1753,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,20.0,4.0,2.0,1.0,0.0,1.0,1.0
25,1.0,34.5,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,118.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,5.9,2.0,0.0,0.0,0.0,0.0
3626,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,150.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
4470,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,84.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
1771,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,20.0,4.0,2.0,1.0,0.0,1.0,1.0
1963,1.0,61.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,144.0,10.0,5.0,1.0,1.0,0.025,2.0,30.0,4.5,2.0,6.0,0.0,3.0,5.0
2792,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,72.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,4.3,1.0,0.0,0.0,0.0,0.0
1726,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
3874,2.5,34.4,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,30.0,12.0,23.4,46.9,1.0,0.5,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
3821,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
468,1.0,20.0,2805.0,15.58,6.0,2.367,1370.0,29.7,6.0,-247.434857723577,19.0853658536585,37.3556910569106,2.0,298.380081300813,72.0,10.0,8.54268292682927,17.0853658536585,1.0,0.05,3.0,30.0,0.0,2.0,0.0,0.0,1.0,1.0
1634,4.0,30.0,874.0,14.55,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,168.0,2.0,2.0,0.0,1.0,0.03,1.0,30.0,0.0,1.0,3.0,0.0,2.0,3.0
4259,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-952.0,6.0,8.0,7.0,192.0,96.0,0.0,0.0,0.0,2.0,3.5,1.0,28.0,6.8,2.0,12.0,8.0,0.0,5.0
3692,2.0,120.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,36.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
1616,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,120.0,2.0,2.0,0.0,1.0,0.005,1.0,30.0,0.0,1.0,2.0,0.0,3.0,1.0
2897,4.0,50.0,874.0,14.55,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,78.0,12.0,23.4,46.9,2.0,0.15,1.0,30.0,7.0,3.0,1.0,0.0,2.0,0.0
2054,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,555.4,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,2.0,2.5,3.0,30.0,6.5,2.0,2.0,0.0,3.0,1.0
2417,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
4317,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
2796,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,72.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,4.3,1.0,0.0,0.0,0.0,0.0
2019,4.0,90.0,874.0,14.55,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,360.0,12.0,23.4,46.9,1.0,0.1,3.0,28.0,10.0,1.0,0.0,0.0,0.0,0.0
1252,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,0.0,2.0,3.0
2228,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
463,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,-237.483351708931,19.1686879823594,37.2855567805954,2.0,299.309812568908,72.0,10.0,8.58434399117971,17.1686879823594,1.0,0.05,3.0,30.0,0.0,2.0,2.0,1.0,2.0,2.0
4000,10.0,17.0,34734.5,40.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,75.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
2627,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,680.9,10.0,20.0,2.0,172.0,96.0,8.0,4.0,8.0,1.0,0.05,1.0,30.0,0.0,1.0,1.0,0.0,0.0,2.0
921,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,2.0,1.5,1.0,28.0,3.0,2.0,0.0,0.0,1.0,1.0
797,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
3549,6.0,20.0,1367.6,29.69,46.0,5e-07,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
1272,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,3.0,0.0,1.0,3.0
3198,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,0.0,0.0,0.0,0.0
1406,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
3731,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
4126,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,4.0,5.0,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
3558,6.0,20.0,1367.6,29.69,46.0,2.5e-06,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
2611,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,2.0,0.45,1.0,30.0,6.0,1.0,0.0,0.0,0.0,0.0
3323,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,96.0,2.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,1.0
4440,10.0,10.0,34734.5,40.0,1.0,10.0,2805.0,15.58,1.0,-952.0,6.0,8.0,7.0,192.0,115.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
2589,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,96.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,5.5,1.0,2.0,0.0,0.0,3.0
239,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,120.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.8,2.0,10.0,7.0,4.0,1.0
100,2.0,90.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,310.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
4663,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,2.0,2.0,2.0,28.0,6.5,3.0,15.0,0.0,0.0,16.0
3861,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
2096,8.0,20.0,2810.4,16.0,0.0,0.0,0.0,0.0,3.0,813.0,10.0,18.0,1.0,154.0,72.0,9.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
2500,1.0,125.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,4.0,0.75,1.0,28.0,5.5,1.0,10.0,7.0,4.0,2.0
3492,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,72.0,2.0,0.0,-1.0,1.0,0.03,1.0,28.0,3.0,1.0,0.0,0.0,0.0,1.0
1811,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,96.0,10.0,5.0,1.0,1.0,0.05,2.0,28.0,5.5,1.0,3.0,0.0,1.0,3.0
4334,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
2691,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
318,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,1.0
2034,41.0,50.0,2183.5,24.8,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,264.0,12.0,23.4,46.9,1.0,0.1,3.0,28.0,10.0,1.0,0.0,0.0,0.0,0.0
3382,1.0,480.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,4.0,7.21,1.0,28.0,5.5,3.0,0.0,0.0,0.0,0.0
1579,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
2765,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,3.0,0.0,0.0,0.0,0.0
2989,8.0,80.0,2810.4,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.002,2.0,30.0,0.0,1.0,2.0,2.0,1.0,0.0
1165,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,125.0,12.0,23.4,46.9,1.0,0.04,1.0,30.0,0.0,1.0,1.0,0.0,2.0,0.0
2161,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3710,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,2.0,1.5,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
2664,1.0,300.0,2805.0,15.58,3.0,1.58,1988.0,10.35,7.0,-366.5,4.0,10.0,4.0,122.0,84.0,2.0,0.0,-1.0,1.0,0.5,3.0,28.0,5.0,1.0,2.0,0.0,3.0,0.0
808,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
4109,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,1020.2,12.0,16.0,4.0,224.0,96.0,10.0,9.0,18.0,1.0,0.03,3.0,30.0,0.0,3.0,6.0,0.0,0.0,7.0
2655,1.0,300.0,2805.0,15.58,3.0,1.58,1988.0,10.35,7.0,-366.5,4.0,10.0,4.0,122.0,98.0,2.0,0.0,-1.0,1.0,0.5,3.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
4508,44.0,15.0,2805.0,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.1,1.0,30.0,6.0,1.0,0.0,0.0,0.0,0.0
2880,20.0,40.0,105803.0,6.3,2.0,240.0,1660.0,18.0,7.0,-333.1,6.0,14.0,6.0,182.0,230.0,2.0,0.0,1.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,1.0
72,2.0,40.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,160.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
4085,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,192.0,0.0,0.0,0.0,2.0,5.0,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
1979,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-109.6,21.0,32.0,2.0,316.0,168.0,28.0,18.0,31.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,1.0,1.0,4.0
106,2.0,60.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,168.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
4385,20.0,5.5,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,3.0,5.0,1.0,0.0,5.0
554,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,-287.6,19.1463414634146,37.1463414634146,2.0,298.90243902439,125.0,10.0,8.57317073170732,17.1463414634146,1.0,0.04,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0
3017,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,121.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,0.0,1.0,2.0,1.0,1.0,1.0
3570,6.0,20.0,1367.6,29.69,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
2445,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
2759,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,2.0,3.0,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
1367,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
288,1.0,20.0,2805.0,15.58,8.0,20.0,2810.4,16.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,2.0,30.0,0.0,2.0,0.0,0.0,0.0,1.0
3084,42.0,0.82,1327.85,22.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,1.0,0.2,1.0,27.0,6.0,2.0,0.0,0.0,0.0,0.0
2369,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
2454,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
611,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,7.0,-943.8,6.0,14.0,6.0,182.0,72.0,2.0,0.0,1.0,1.0,0.2,3.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0
1448,10.0,180.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,156.0,0.0,0.0,0.0,4.0,5.0,1.0,30.0,3.5,1.0,0.0,0.0,0.0,0.0
1283,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,6.0,0.0,4.0,3.0
4546,2.5,250.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,0.0,0.0,0.0,1.0,0.03,1.0,30.0,3.0,1.0,3.0,2.0,0.0,2.0
1251,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,3.0,0.0,1.0,3.0
1452,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,2.0,0.0,2.0,1.0
577,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.02,3.0,28.0,0.0,2.0,3.0,0.0,4.0,2.0
2125,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
2950,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,6.8,3.0,2.0,2.0,1.0,0.0
1346,1.0,45.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,205.0,2.0,0.0,-1.0,2.0,0.3,3.0,28.0,5.2,2.0,3.0,1.0,0.0,3.0
3631,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,150.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
3109,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-22.6,9.0,7.0,3.0,163.0,72.0,10.0,9.0,18.0,5.0,0.003,3.0,30.0,6.0,3.0,0.0,0.0,0.0,0.0
2260,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
283,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
3948,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,1.0,0.1,1.0,30.0,4.1,1.0,0.0,0.0,0.0,0.0
1747,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
294,1.0,10.0,2805.0,15.58,8.0,20.0,2810.4,16.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,2.0,30.0,0.0,2.0,1.0,0.0,1.0,1.0
